time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-30 00:00:00+00:00,13,5,108,21
2025-05-31 00:00:00+00:00,14,8,26,13
2025-06-01 00:00:00+00:00,24,8,36,17
2025-06-02 00:00:00+00:00,13,7,24,12
2025-06-03 00:00:00+00:00,14,6,117,29
2025-06-04 00:00:00+00:00,34,14,93,30
2025-06-05 00:00:00+00:00,16,7,62,26
2025-06-06 00:00:00+00:00,13,5,69,23
2025-06-07 00:00:00+00:00,16,7,107,19
2025-06-08 00:00:00+00:00,15,7,52,19
2025-06-09 00:00:00+00:00,15,7,140,25
2025-06-10 00:00:00+00:00,16,8,34,22
2025-06-11 00:00:00+00:00,26,17,57,16
2025-06-12 00:00:00+00:00,3,3,115,27
