time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-09-10 00:00:00+00:00,23,11,25,11
2026-09-11 00:00:00+00:00,17,11,26,14
2026-09-12 00:00:00+00:00,9,8,34,11
2026-09-13 00:00:00+00:00,7,7,30,13
2026-09-14 00:00:00+00:00,6,6,8,6
2026-09-15 00:00:00+00:00,17,12,44,10
2026-09-16 00:00:00+00:00,16,11,68,16
2026-09-17 00:00:00+00:00,34,14,5,5
2026-09-18 00:00:00+00:00,20,12,38,12
2026-09-19 00:00:00+00:00,9,8,11,8
2026-09-20 00:00:00+00:00,5,5,18,10
2026-09-21 00:00:00+00:00,6,6,18,14
2026-09-22 00:00:00+00:00,4,4,65,16
2026-09-23 00:00:00+00:00,22,11,20,13
