time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-06-10 00:00:00+00:00,10,6,105,24
2024-06-11 00:00:00+00:00,6,5,165,22
2024-06-12 00:00:00+00:00,4,4,57,21
2024-06-13 00:00:00+00:00,6,6,103,30
2024-06-14 00:00:00+00:00,1,1,96,24
2024-06-15 00:00:00+00:00,4,2,80,15
2024-06-16 00:00:00+00:00,6,4,172,22
2024-06-17 00:00:00+00:00,4,4,220,28
2024-06-18 00:00:00+00:00,2,2,241,32
2024-06-19 00:00:00+00:00,14,8,97,29
2024-06-20 00:00:00+00:00,3,3,215,23
2024-06-21 00:00:00+00:00,4,3,227,32
2024-06-22 00:00:00+00:00,4,3,28,20
2024-06-23 00:00:00+00:00,3,2,22,14
