time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-05 00:00:00+00:00,3.0,2.0,245,30
2024-09-06 00:00:00+00:00,,,68,24
2024-09-07 00:00:00+00:00,5.0,3.0,53,19
2024-09-08 00:00:00+00:00,2.0,1.0,45,23
2024-09-09 00:00:00+00:00,2.0,2.0,207,36
2024-09-10 00:00:00+00:00,,,72,22
2024-09-11 00:00:00+00:00,,,82,18
2024-09-12 00:00:00+00:00,1.0,1.0,43,20
2024-09-13 00:00:00+00:00,6.0,3.0,86,41
2024-09-14 00:00:00+00:00,1.0,1.0,152,26
2024-09-15 00:00:00+00:00,2.0,1.0,67,22
2024-09-16 00:00:00+00:00,3.0,2.0,127,20
2024-09-17 00:00:00+00:00,8.0,5.0,40,17
2024-09-18 00:00:00+00:00,4.0,4.0,105,23
